algoritmo,n,t,d,m,tiempo_us,memoria_kb
quicksort,10,descendente,D1,c,1,2556
patiencesort,10,descendente,D1,c,6,2556
stdsort,10,descendente,D7,a,10,2556
mergesort,10,descendente,D7,a,3,2556
quicksort,10,descendente,D7,a,1,2556
patiencesort,10,descendente,D7,a,10,2556
stdsort,10,descendente,D7,b,14,2556
mergesort,10,descendente,D7,b,5,2556
quicksort,10,descendente,D7,b,1,2556
patiencesort,10,descendente,D7,b,9,2556
stdsort,10,descendente,D7,c,11,2556
mergesort,10,descendente,D7,c,4,2556
quicksort,10,descendente,D7,c,1,2556
patiencesort,10,descendente,D7,c,4,2556
stdsort,10000000,aleatorio,D1,a,203707,82348
mergesort,10000000,aleatorio,D1,a,759736,82712
quicksort,10000000,aleatorio,D1,a,248732,69800
patiencesort,10000000,aleatorio,D1,a,295937,130800
stdsort,10000000,aleatorio,D1,b,252455,82776
mergesort,10000000,aleatorio,D1,b,764358,83348
quicksort,10000000,aleatorio,D1,b,263033,70844
patiencesort,10000000,aleatorio,D1,b,323241,132740
stdsort,10000000,aleatorio,D1,c,224987,82764
mergesort,10000000,aleatorio,D1,c,-1732422,81680
quicksort,10000000,aleatorio,D1,c,255321,69972
patiencesort,10000000,aleatorio,D1,c,301866,130560
stdsort,10000000,aleatorio,D7,a,738733,83244
mergesort,10000000,aleatorio,D7,a,1381144,82844
quicksort,10000000,aleatorio,D7,a,906892,69144
patiencesort,10000000,aleatorio,D7,a,1661595,141092
stdsort,10000000,aleatorio,D7,b,791955,83172
mergesort,10000000,aleatorio,D7,b,1389908,82920
quicksort,10000000,aleatorio,D7,b,921715,70208
patiencesort,10000000,aleatorio,D7,b,1554580,141920
stdsort,10000000,aleatorio,D7,c,739199,82216
mergesort,10000000,aleatorio,D7,c,1509424,82132
quicksort,10000000,aleatorio,D7,c,879291,70076
patiencesort,10000000,aleatorio,D7,c,1552017,140112
stdsort,10000000,ascendente,D1,a,104337,82356
mergesort,10000000,ascendente,D1,a,526291,82940
quicksort,10000000,ascendente,D1,a,134332,69768
patiencesort,10000000,ascendente,D1,a,170044,125660
stdsort,10000000,ascendente,D1,b,101125,82616
mergesort,10000000,ascendente,D1,b,505226,83104
quicksort,10000000,ascendente,D1,b,133994,69380
patiencesort,10000000,ascendente,D1,b,162354,124648
stdsort,10000000,ascendente,D1,c,106771,82060
mergesort,10000000,ascendente,D1,c,502430,82748
quicksort,10000000,ascendente,D1,c,134305,68980
patiencesort,10000000,ascendente,D1,c,165113,126544
stdsort,10000000,ascendente,D7,a,129468,82008
mergesort,10000000,ascendente,D7,a,494749,83432
quicksort,10000000,ascendente,D7,a,166194,71100
patiencesort,10000000,ascendente,D7,a,1564724,529460
stdsort,10000000,ascendente,D7,b,142210,82828
mergesort,10000000,ascendente,D7,b,495577,83416
quicksort,10000000,ascendente,D7,b,167443,69412
patiencesort,10000000,ascendente,D7,b,1603235,530492
stdsort,10000000,ascendente,D7,c,128037,83344
mergesort,10000000,ascendente,D7,c,494814,82168
quicksort,10000000,ascendente,D7,c,165159,70308
patiencesort,10000000,ascendente,D7,c,1617136,530908
stdsort,10000000,descendente,D1,a,108377,82516
mergesort,10000000,descendente,D1,a,546730,82844
quicksort,10000000,descendente,D1,a,148732,69712
patiencesort,10000000,descendente,D1,a,178671,121356
stdsort,10000000,descendente,D1,b,107240,81932
mergesort,10000000,descendente,D1,b,513121,82360
quicksort,10000000,descendente,D1,b,138800,69196
patiencesort,10000000,descendente,D1,b,193840,122148
stdsort,10000000,descendente,D1,c,117862,81724
mergesort,10000000,descendente,D1,c,538380,82684
quicksort,10000000,descendente,D1,c,141723,69220
patiencesort,10000000,descendente,D1,c,184871,122208
stdsort,10000000,descendente,D7,a,137086,83356
mergesort,10000000,descendente,D7,a,606160,81912
quicksort,10000000,descendente,D7,a,164549,69340
patiencesort,10000000,descendente,D7,a,165450,123180
stdsort,10000000,descendente,D7,b,118943,83772
mergesort,10000000,descendente,D7,b,542601,82764
quicksort,10000000,descendente,D7,b,166432,70176
patiencesort,10000000,descendente,D7,b,157387,123312
stdsort,10000000,descendente,D7,c,119745,83016
mergesort,10000000,descendente,D7,c,538190,83356
quicksort,10000000,descendente,D7,c,167587,70348
patiencesort,10000000,descendente,D7,c,175326,122584
stdsort,100000,aleatorio,D1,a,1947,4508
mergesort,100000,aleatorio,D1,a,6732,4032
quicksort,100000,aleatorio,D1,a,2274,3772
patiencesort,100000,aleatorio,D1,a,3031,4560
stdsort,100000,aleatorio,D1,b,2549,4520
mergesort,100000,aleatorio,D1,b,7080,4020
quicksort,100000,aleatorio,D1,b,2654,3848
patiencesort,100000,aleatorio,D1,b,3461,4544
stdsort,100000,aleatorio,D1,c,2064,4308
mergesort,100000,aleatorio,D1,c,6750,4376
quicksort,100000,aleatorio,D1,c,2388,3840
patiencesort,100000,aleatorio,D1,c,3038,4892
stdsort,100000,aleatorio,D7,a,8136,4636
mergesort,100000,aleatorio,D7,a,11370,4244
quicksort,100000,aleatorio,D7,a,8102,3800
patiencesort,100000,aleatorio,D7,a,11648,4564
stdsort,100000,aleatorio,D7,b,7056,4348
mergesort,100000,aleatorio,D7,b,10344,4092
quicksort,100000,aleatorio,D7,b,7937,3776
patiencesort,100000,aleatorio,D7,b,11650,4656
stdsort,100000,aleatorio,D7,c,5962,4488
mergesort,100000,aleatorio,D7,c,11267,4056
quicksort,100000,aleatorio,D7,c,7910,3948
patiencesort,100000,aleatorio,D7,c,11207,4544
stdsort,100000,ascendente,D1,a,825,4508
mergesort,100000,ascendente,D1,a,3978,4024
quicksort,100000,ascendente,D1,a,927,3804
patiencesort,100000,ascendente,D1,a,2751,4544
stdsort,100000,ascendente,D1,b,831,4352
mergesort,100000,ascendente,D1,b,4675,4248
quicksort,100000,ascendente,D1,b,926,4028
patiencesort,100000,ascendente,D1,b,1653,4656
stdsort,100000,ascendente,D1,c,619,4364
mergesort,100000,ascendente,D1,c,4879,4136
quicksort,100000,ascendente,D1,c,962,3952
patiencesort,100000,ascendente,D1,c,1604,4552
stdsort,100000,ascendente,D7,a,922,4348
mergesort,100000,ascendente,D7,a,3920,4016
quicksort,100000,ascendente,D7,a,786,4028
patiencesort,100000,ascendente,D7,a,16081,12100
stdsort,100000,ascendente,D7,b,1189,4308
mergesort,100000,ascendente,D7,b,5118,4060
quicksort,100000,ascendente,D7,b,1150,3948
patiencesort,100000,ascendente,D7,b,15615,12632
stdsort,100000,ascendente,D7,c,939,4280
mergesort,100000,ascendente,D7,c,4146,4372
quicksort,100000,ascendente,D7,c,799,3832
patiencesort,100000,ascendente,D7,c,12728,12924
stdsort,100000,descendente,D1,a,834,4520
mergesort,100000,descendente,D1,a,4491,4080
quicksort,100000,descendente,D1,a,983,3912
patiencesort,100000,descendente,D1,a,1755,4652
stdsort,100000,descendente,D1,b,638,4636
mergesort,100000,descendente,D1,b,3973,4088
quicksort,100000,descendente,D1,b,1142,3796
patiencesort,100000,descendente,D1,b,2443,4656
stdsort,100000,descendente,D1,c,872,4356
mergesort,100000,descendente,D1,c,-2430642,4024
quicksort,100000,descendente,D1,c,960,4024
patiencesort,100000,descendente,D1,c,2321,4772
stdsort,100000,descendente,D7,a,930,4276
mergesort,100000,descendente,D7,a,4342,4244
quicksort,100000,descendente,D7,a,1409,3816
patiencesort,100000,descendente,D7,a,1798,4536
stdsort,100000,descendente,D7,b,715,4284
mergesort,100000,descendente,D7,b,4099,4112
quicksort,100000,descendente,D7,b,792,3804
patiencesort,100000,descendente,D7,b,2720,4508
stdsort,100000,descendente,D7,c,693,4400
mergesort,100000,descendente,D7,c,3861,4244
quicksort,100000,descendente,D7,c,811,3808
patiencesort,100000,descendente,D7,c,1666,4544
stdsort,1000,aleatorio,D1,a,39,2456
mergesort,1000,aleatorio,D1,a,74,2456
quicksort,1000,aleatorio,D1,a,29,2456
patiencesort,1000,aleatorio,D1,a,50,2456
stdsort,1000,aleatorio,D1,b,29,2456
mergesort,1000,aleatorio,D1,b,76,2456
quicksort,1000,aleatorio,D1,b,29,2456
patiencesort,1000,aleatorio,D1,b,70,2456
stdsort,1000,aleatorio,D1,c,52,2456
mergesort,1000,aleatorio,D1,c,80,2456
quicksort,1000,aleatorio,D1,c,28,2456
patiencesort,1000,aleatorio,D1,c,45,2456
stdsort,1000,aleatorio,D7,a,39,2456
mergesort,1000,aleatorio,D7,a,82,2456
quicksort,1000,aleatorio,D7,a,56,2456
patiencesort,1000,aleatorio,D7,a,95,2456
stdsort,1000,aleatorio,D7,b,39,2456
mergesort,1000,aleatorio,D7,b,80,2456
quicksort,1000,aleatorio,D7,b,54,2456
patiencesort,1000,aleatorio,D7,b,93,2456
stdsort,1000,aleatorio,D7,c,41,2456
mergesort,1000,aleatorio,D7,c,83,2456
quicksort,1000,aleatorio,D7,c,55,2456
patiencesort,1000,aleatorio,D7,c,90,2456
stdsort,1000,ascendente,D1,a,18,2456
mergesort,1000,ascendente,D1,a,46,2456
quicksort,1000,ascendente,D1,a,17,2456
patiencesort,1000,ascendente,D1,a,26,2456
stdsort,1000,ascendente,D1,b,11,2456
mergesort,1000,ascendente,D1,b,47,2456
quicksort,1000,ascendente,D1,b,49,2456
patiencesort,1000,ascendente,D1,b,29,2456
stdsort,1000,ascendente,D1,c,16,2456
mergesort,1000,ascendente,D1,c,52,2456
quicksort,1000,ascendente,D1,c,35,2456
patiencesort,1000,ascendente,D1,c,27,2456
stdsort,1000,ascendente,D7,a,9,2456
mergesort,1000,ascendente,D7,a,43,2456
quicksort,1000,ascendente,D7,a,11,2456
patiencesort,1000,ascendente,D7,a,130,2456
stdsort,1000,ascendente,D7,b,11,2456
mergesort,1000,ascendente,D7,b,44,2456
quicksort,1000,ascendente,D7,b,10,2456
patiencesort,1000,ascendente,D7,b,117,2456
stdsort,1000,ascendente,D7,c,10,2456
mergesort,1000,ascendente,D7,c,44,2456
quicksort,1000,ascendente,D7,c,31,2456
patiencesort,1000,ascendente,D7,c,124,2456
stdsort,1000,descendente,D1,a,12,2456
mergesort,1000,descendente,D1,a,53,2456
quicksort,1000,descendente,D1,a,15,2456
patiencesort,1000,descendente,D1,a,26,2456
stdsort,1000,descendente,D1,b,22,2456
mergesort,1000,descendente,D1,b,51,2456
quicksort,1000,descendente,D1,b,15,2456
patiencesort,1000,descendente,D1,b,89,2456
stdsort,1000,descendente,D1,c,39,2456
mergesort,1000,descendente,D1,c,203,2456
quicksort,1000,descendente,D1,c,15,2456
patiencesort,1000,descendente,D1,c,20,2456
stdsort,1000,descendente,D7,a,7,2456
mergesort,1000,descendente,D7,a,45,2456
quicksort,1000,descendente,D7,a,10,2456
patiencesort,1000,descendente,D7,a,21,2456
stdsort,1000,descendente,D7,b,9,2456
mergesort,1000,descendente,D7,b,40,2456
quicksort,1000,descendente,D7,b,11,2456
patiencesort,1000,descendente,D7,b,20,2456
stdsort,1000,descendente,D7,c,22,2456
mergesort,1000,descendente,D7,c,70,2456
quicksort,1000,descendente,D7,c,11,2456
patiencesort,1000,descendente,D7,c,25,2456
stdsort,10,aleatorio,D1,a,2,2456
mergesort,10,aleatorio,D1,a,3,2456
quicksort,10,aleatorio,D1,a,1,2456
patiencesort,10,aleatorio,D1,a,4,2456
stdsort,10,aleatorio,D1,b,1,2456
mergesort,10,aleatorio,D1,b,3,2456
quicksort,10,aleatorio,D1,b,1,2456
patiencesort,10,aleatorio,D1,b,4,2456
stdsort,10,aleatorio,D1,c,7,2456
mergesort,10,aleatorio,D1,c,3,2456
quicksort,10,aleatorio,D1,c,4,2456
patiencesort,10,aleatorio,D1,c,6,2456
stdsort,10,aleatorio,D7,a,2,2456
mergesort,10,aleatorio,D7,a,9,2456
quicksort,10,aleatorio,D7,a,1,2456
patiencesort,10,aleatorio,D7,a,8,2456
stdsort,10,aleatorio,D7,b,4,2456
mergesort,10,aleatorio,D7,b,7,2456
quicksort,10,aleatorio,D7,b,0,2456
patiencesort,10,aleatorio,D7,b,5,2456
stdsort,10,aleatorio,D7,c,2,2456
mergesort,10,aleatorio,D7,c,4,2456
quicksort,10,aleatorio,D7,c,1,2456
patiencesort,10,aleatorio,D7,c,10,2456
stdsort,10,ascendente,D1,a,1,2456
mergesort,10,ascendente,D1,a,7,2456
quicksort,10,ascendente,D1,a,1,2456
patiencesort,10,ascendente,D1,a,13,2456
stdsort,10,ascendente,D1,b,1,2456
mergesort,10,ascendente,D1,b,3,2456
quicksort,10,ascendente,D1,b,2,2456
patiencesort,10,ascendente,D1,b,7,2456
stdsort,10,ascendente,D1,c,2,2456
mergesort,10,ascendente,D1,c,3,2456
quicksort,10,ascendente,D1,c,1,2456
patiencesort,10,ascendente,D1,c,6,2456
stdsort,10,ascendente,D7,a,1,2456
mergesort,10,ascendente,D7,a,2,2456
quicksort,10,ascendente,D7,a,1,2456
patiencesort,10,ascendente,D7,a,5,2456
stdsort,10,ascendente,D7,b,3,2456
mergesort,10,ascendente,D7,b,2,2456
quicksort,10,ascendente,D7,b,0,2456
patiencesort,10,ascendente,D7,b,5,2456
stdsort,10,ascendente,D7,c,1,2456
mergesort,10,ascendente,D7,c,3,2456
quicksort,10,ascendente,D7,c,1,2456
patiencesort,10,ascendente,D7,c,7,2456
stdsort,10,descendente,D1,a,0,2456
mergesort,10,descendente,D1,a,3,2456
quicksort,10,descendente,D1,a,0,2456
patiencesort,10,descendente,D1,a,2,2456
stdsort,10,descendente,D1,b,2,2456
mergesort,10,descendente,D1,b,2,2456
quicksort,10,descendente,D1,b,1,2456
patiencesort,10,descendente,D1,b,4,2456
stdsort,10,descendente,D1,c,0,2456
mergesort,10,descendente,D1,c,2,2456
quicksort,10,descendente,D1,c,0,2456
patiencesort,10,descendente,D1,c,3,2456
stdsort,10,descendente,D7,a,1,2456
mergesort,10,descendente,D7,a,6,2456
quicksort,10,descendente,D7,a,1,2456
patiencesort,10,descendente,D7,a,7,2456
stdsort,10,descendente,D7,b,1,2456
mergesort,10,descendente,D7,b,2,2456
quicksort,10,descendente,D7,b,2,2456
patiencesort,10,descendente,D7,b,3,2456
stdsort,10,descendente,D7,c,0,2456
mergesort,10,descendente,D7,c,2,2456
quicksort,10,descendente,D7,c,0,2456
patiencesort,10,descendente,D7,c,6,2456
stdsort,10000000,aleatorio,D1,a,376212,81556
mergesort,10000000,aleatorio,D1,a,1606944,82768
quicksort,10000000,aleatorio,D1,a,573675,69032
patiencesort,10000000,aleatorio,D1,a,614522,133124
stdsort,10000000,aleatorio,D1,b,467195,81924
mergesort,10000000,aleatorio,D1,b,1484885,82892
quicksort,10000000,aleatorio,D1,b,528843,70972
patiencesort,10000000,aleatorio,D1,b,672469,134592
stdsort,10000000,aleatorio,D1,c,462472,81600
mergesort,10000000,aleatorio,D1,c,1638616,83248
quicksort,10000000,aleatorio,D1,c,605260,69140
patiencesort,10000000,aleatorio,D1,c,750046,131780
stdsort,10000000,aleatorio,D7,a,1724481,82472
mergesort,10000000,aleatorio,D7,a,2834757,82188
quicksort,10000000,aleatorio,D7,a,1956778,70600
patiencesort,10000000,aleatorio,D7,a,3484389,140424
stdsort,10000000,aleatorio,D7,b,1615479,82600
mergesort,10000000,aleatorio,D7,b,2973757,82192
quicksort,10000000,aleatorio,D7,b,1902544,70012
patiencesort,10000000,aleatorio,D7,b,3419816,140336
stdsort,10000000,aleatorio,D7,c,1610014,82244
mergesort,10000000,aleatorio,D7,c,2850251,81704
quicksort,10000000,aleatorio,D7,c,1926402,69416
patiencesort,10000000,aleatorio,D7,c,3414948,139936
stdsort,10000000,ascendente,D1,a,164013,83580
mergesort,10000000,ascendente,D1,a,1031914,82948
quicksort,10000000,ascendente,D1,a,287654,69452
patiencesort,10000000,ascendente,D1,a,371587,124716
stdsort,10000000,ascendente,D1,b,194858,83444
mergesort,10000000,ascendente,D1,b,1009065,82180
quicksort,10000000,ascendente,D1,b,349279,69740
patiencesort,10000000,ascendente,D1,b,434337,124764
stdsort,10000000,ascendente,D1,c,186850,83488
mergesort,10000000,ascendente,D1,c,1172427,82920
quicksort,10000000,ascendente,D1,c,306456,69228
patiencesort,10000000,ascendente,D1,c,355673,125688
stdsort,10000000,ascendente,D7,a,293669,82656
mergesort,10000000,ascendente,D7,a,1031505,81728
quicksort,10000000,ascendente,D7,a,383902,70568
patiencesort,10000000,ascendente,D7,a,3906744,529488
stdsort,10000000,ascendente,D7,b,269229,82944
mergesort,10000000,ascendente,D7,b,1042325,82432
quicksort,10000000,ascendente,D7,b,337034,69300
patiencesort,10000000,ascendente,D7,b,3303491,532836
stdsort,10000000,ascendente,D7,c,281030,83620
mergesort,10000000,ascendente,D7,c,969226,83412
quicksort,10000000,ascendente,D7,c,342191,70860
patiencesort,10000000,ascendente,D7,c,3186559,528228
stdsort,10000000,descendente,D1,a,189854,82748
mergesort,10000000,descendente,D1,a,1052999,81800
quicksort,10000000,descendente,D1,a,320639,69436
patiencesort,10000000,descendente,D1,a,338290,123028
stdsort,10000000,descendente,D1,b,202867,83108
mergesort,10000000,descendente,D1,b,1035994,81320
quicksort,10000000,descendente,D1,b,288273,70536
patiencesort,10000000,descendente,D1,b,364906,122404
stdsort,10000000,descendente,D1,c,190800,82628
mergesort,10000000,descendente,D1,c,1002998,81800
quicksort,10000000,descendente,D1,c,275776,70516
patiencesort,10000000,descendente,D1,c,340464,121400
stdsort,10000000,descendente,D7,a,284093,82736
mergesort,10000000,descendente,D7,a,1099554,83132
quicksort,10000000,descendente,D7,a,407385,69636
patiencesort,10000000,descendente,D7,a,372090,121876
stdsort,10000000,descendente,D7,b,281463,82236
mergesort,10000000,descendente,D7,b,1129182,81876
quicksort,10000000,descendente,D7,b,395903,69720
patiencesort,10000000,descendente,D7,b,332819,121640
stdsort,10000000,descendente,D7,c,257181,82532
mergesort,10000000,descendente,D7,c,1169121,82856
quicksort,10000000,descendente,D7,c,354642,69392
patiencesort,10000000,descendente,D7,c,365207,121120
stdsort,100000,aleatorio,D1,a,4665,4372
mergesort,100000,aleatorio,D1,a,17303,4036
quicksort,100000,aleatorio,D1,a,6823,3792
patiencesort,100000,aleatorio,D1,a,8235,4632
stdsort,100000,aleatorio,D1,b,4431,4436
mergesort,100000,aleatorio,D1,b,16445,4196
quicksort,100000,aleatorio,D1,b,6488,3788
patiencesort,100000,aleatorio,D1,b,7101,4612
stdsort,100000,aleatorio,D1,c,3680,4376
mergesort,100000,aleatorio,D1,c,17248,4196
quicksort,100000,aleatorio,D1,c,5071,3860
patiencesort,100000,aleatorio,D1,c,8244,4572
stdsort,100000,aleatorio,D7,a,16619,4296
mergesort,100000,aleatorio,D7,a,29561,4212
quicksort,100000,aleatorio,D7,a,23264,3792
patiencesort,100000,aleatorio,D7,a,20431,4604
stdsort,100000,aleatorio,D7,b,15499,4312
mergesort,100000,aleatorio,D7,b,27069,4048
quicksort,100000,aleatorio,D7,b,18432,3796
patiencesort,100000,aleatorio,D7,b,27007,4636
stdsort,100000,aleatorio,D7,c,14991,4344
mergesort,100000,aleatorio,D7,c,25867,4216
quicksort,100000,aleatorio,D7,c,19951,3804
patiencesort,100000,aleatorio,D7,c,26778,4576
stdsort,100000,ascendente,D1,a,2027,4340
mergesort,100000,ascendente,D1,a,12041,4020
quicksort,100000,ascendente,D1,a,2313,3812
patiencesort,100000,ascendente,D1,a,4087,4624
stdsort,100000,ascendente,D1,b,1159,4472
mergesort,100000,ascendente,D1,b,10701,4080
quicksort,100000,ascendente,D1,b,2532,3800
patiencesort,100000,ascendente,D1,b,4282,4632
stdsort,100000,ascendente,D1,c,2077,4344
mergesort,100000,ascendente,D1,c,11491,4052
quicksort,100000,ascendente,D1,c,2627,3780
patiencesort,100000,ascendente,D1,c,4328,4728
stdsort,100000,ascendente,D7,a,2242,4276
mergesort,100000,ascendente,D7,a,10729,4052
quicksort,100000,ascendente,D7,a,1575,3868
patiencesort,100000,ascendente,D7,a,29087,12264
stdsort,100000,ascendente,D7,b,2003,4464
mergesort,100000,ascendente,D7,b,11807,4196
quicksort,100000,ascendente,D7,b,2127,3792
patiencesort,100000,ascendente,D7,b,31938,12104
stdsort,100000,ascendente,D7,c,1973,4372
mergesort,100000,ascendente,D7,c,11291,4048
quicksort,100000,ascendente,D7,c,1473,3980
patiencesort,100000,ascendente,D7,c,33115,12124
stdsort,100000,descendente,D1,a,1895,4368
mergesort,100000,descendente,D1,a,9597,4084
quicksort,100000,descendente,D1,a,2694,3904
patiencesort,100000,descendente,D1,a,4324,4724
stdsort,100000,descendente,D1,b,1549,4316
mergesort,100000,descendente,D1,b,10344,4044
quicksort,100000,descendente,D1,b,2506,3868
patiencesort,100000,descendente,D1,b,4260,4456
stdsort,100000,descendente,D1,c,1887,4300
mergesort,100000,descendente,D1,c,10263,4196
quicksort,100000,descendente,D1,c,2474,3816
patiencesort,100000,descendente,D1,c,4226,4856
stdsort,100000,descendente,D7,a,1778,4300
mergesort,100000,descendente,D7,a,8070,4108
quicksort,100000,descendente,D7,a,2293,3744
patiencesort,100000,descendente,D7,a,4320,4516
stdsort,100000,descendente,D7,b,1103,4296
mergesort,100000,descendente,D7,b,9539,4196
quicksort,100000,descendente,D7,b,2126,3808
patiencesort,100000,descendente,D7,b,3528,4488
stdsort,100000,descendente,D7,c,1785,4300
mergesort,100000,descendente,D7,c,11381,4052
quicksort,100000,descendente,D7,c,1613,3816
patiencesort,100000,descendente,D7,c,4299,4440
stdsort,1000,aleatorio,D1,a,69,2500
mergesort,1000,aleatorio,D1,a,193,2500
quicksort,1000,aleatorio,D1,a,79,2500
patiencesort,1000,aleatorio,D1,a,116,2500
stdsort,1000,aleatorio,D1,b,84,2500
mergesort,1000,aleatorio,D1,b,126,2500
quicksort,1000,aleatorio,D1,b,79,2500
patiencesort,1000,aleatorio,D1,b,126,2500
stdsort,1000,aleatorio,D1,c,59,2500
mergesort,1000,aleatorio,D1,c,243,2500
quicksort,1000,aleatorio,D1,c,85,2500
patiencesort,1000,aleatorio,D1,c,147,2500
stdsort,1000,aleatorio,D7,a,101,2500
mergesort,1000,aleatorio,D7,a,172,2500
quicksort,1000,aleatorio,D7,a,156,2500
patiencesort,1000,aleatorio,D7,a,245,2500
stdsort,1000,aleatorio,D7,b,88,2500
mergesort,1000,aleatorio,D7,b,220,2500
quicksort,1000,aleatorio,D7,b,151,2500
patiencesort,1000,aleatorio,D7,b,263,2500
stdsort,1000,aleatorio,D7,c,109,2500
mergesort,1000,aleatorio,D7,c,220,2500
quicksort,1000,aleatorio,D7,c,155,2500
patiencesort,1000,aleatorio,D7,c,240,2500
stdsort,1000,ascendente,D1,a,31,2500
mergesort,1000,ascendente,D1,a,71,2500
quicksort,1000,ascendente,D1,a,29,2500
patiencesort,1000,ascendente,D1,a,89,2500
stdsort,1000,ascendente,D1,b,30,2500
mergesort,1000,ascendente,D1,b,90,2500
quicksort,1000,ascendente,D1,b,43,2500
patiencesort,1000,ascendente,D1,b,63,2500
stdsort,1000,ascendente,D1,c,31,2500
mergesort,1000,ascendente,D1,c,139,2500
quicksort,1000,ascendente,D1,c,41,2500
patiencesort,1000,ascendente,D1,c,92,2500
stdsort,1000,ascendente,D7,a,21,2500
mergesort,1000,ascendente,D7,a,122,2500
quicksort,1000,ascendente,D7,a,29,2500
patiencesort,1000,ascendente,D7,a,413,2500
stdsort,1000,ascendente,D7,b,14,2500
mergesort,1000,ascendente,D7,b,115,2500
quicksort,1000,ascendente,D7,b,19,2500
patiencesort,1000,ascendente,D7,b,378,2500
stdsort,1000,ascendente,D7,c,52,2500
mergesort,1000,ascendente,D7,c,110,2500
quicksort,1000,ascendente,D7,c,19,2500
patiencesort,1000,ascendente,D7,c,331,2500
stdsort,1000,descendente,D1,a,65,2500
mergesort,1000,descendente,D1,a,130,2500
quicksort,1000,descendente,D1,a,34,2500
patiencesort,1000,descendente,D1,a,39,2500
stdsort,1000,descendente,D1,b,19,2500
mergesort,1000,descendente,D1,b,130,2500
quicksort,1000,descendente,D1,b,24,2500
patiencesort,1000,descendente,D1,b,58,2500
stdsort,1000,descendente,D1,c,18,2500
mergesort,1000,descendente,D1,c,90,2500
quicksort,1000,descendente,D1,c,40,2500
patiencesort,1000,descendente,D1,c,29,2500
stdsort,1000,descendente,D7,a,16,2500
mergesort,1000,descendente,D7,a,86,2500
quicksort,1000,descendente,D7,a,43,2500
patiencesort,1000,descendente,D7,a,68,2500
stdsort,1000,descendente,D7,b,18,2500
mergesort,1000,descendente,D7,b,113,2500
quicksort,1000,descendente,D7,b,31,2500
patiencesort,1000,descendente,D7,b,31,2500
stdsort,1000,descendente,D7,c,17,2500
mergesort,1000,descendente,D7,c,135,2500
quicksort,1000,descendente,D7,c,18,2500
patiencesort,1000,descendente,D7,c,68,2500
stdsort,10,aleatorio,D1,a,2,2500
mergesort,10,aleatorio,D1,a,6,2500
quicksort,10,aleatorio,D1,a,3,2500
patiencesort,10,aleatorio,D1,a,10,2500
stdsort,10,aleatorio,D1,b,3,2500
mergesort,10,aleatorio,D1,b,6,2500
quicksort,10,aleatorio,D1,b,1,2500
patiencesort,10,aleatorio,D1,b,9,2500
stdsort,10,aleatorio,D1,c,3,2500
mergesort,10,aleatorio,D1,c,4,2500
quicksort,10,aleatorio,D1,c,2,2500
patiencesort,10,aleatorio,D1,c,6,2500
stdsort,10,aleatorio,D7,a,2,2500
mergesort,10,aleatorio,D7,a,4,2500
quicksort,10,aleatorio,D7,a,2,2500
patiencesort,10,aleatorio,D7,a,6,2500
stdsort,10,aleatorio,D7,b,3,2500
mergesort,10,aleatorio,D7,b,6,2500
quicksort,10,aleatorio,D7,b,2,2500
patiencesort,10,aleatorio,D7,b,6,2500
stdsort,10,aleatorio,D7,c,2,2500
mergesort,10,aleatorio,D7,c,6,2500
quicksort,10,aleatorio,D7,c,3,2500
patiencesort,10,aleatorio,D7,c,8,2500
stdsort,10,ascendente,D1,a,3,2500
mergesort,10,ascendente,D1,a,5,2500
quicksort,10,ascendente,D1,a,2,2500
patiencesort,10,ascendente,D1,a,10,2500
stdsort,10,ascendente,D1,b,4,2500
mergesort,10,ascendente,D1,b,3,2500
quicksort,10,ascendente,D1,b,2,2500
patiencesort,10,ascendente,D1,b,10,2500
stdsort,10,ascendente,D1,c,3,2500
mergesort,10,ascendente,D1,c,4,2500
quicksort,10,ascendente,D1,c,2,2500
patiencesort,10,ascendente,D1,c,10,2500
stdsort,10,ascendente,D7,a,3,2500
mergesort,10,ascendente,D7,a,3,2500
quicksort,10,ascendente,D7,a,3,2500
patiencesort,10,ascendente,D7,a,10,2500
stdsort,10,ascendente,D7,b,3,2500
mergesort,10,ascendente,D7,b,3,2500
quicksort,10,ascendente,D7,b,2,2500
patiencesort,10,ascendente,D7,b,8,2500
stdsort,10,ascendente,D7,c,2,2500
mergesort,10,ascendente,D7,c,6,2500
quicksort,10,ascendente,D7,c,2,2500
patiencesort,10,ascendente,D7,c,11,2500
stdsort,10,descendente,D1,a,2,2500
mergesort,10,descendente,D1,a,10,2500
quicksort,10,descendente,D1,a,2,2500
patiencesort,10,descendente,D1,a,5,2500
stdsort,10,descendente,D1,b,2,2500
mergesort,10,descendente,D1,b,5,2500
quicksort,10,descendente,D1,b,2,2500
patiencesort,10,descendente,D1,b,4,2500
stdsort,10,descendente,D1,c,3,2500
mergesort,10,descendente,D1,c,4,2500
quicksort,10,descendente,D1,c,1,2500
patiencesort,10,descendente,D1,c,6,2500
stdsort,10,descendente,D7,a,3,2500
mergesort,10,descendente,D7,a,6,2500
quicksort,10,descendente,D7,a,2,2500
patiencesort,10,descendente,D7,a,7,2500
stdsort,10,descendente,D7,b,3,2500
mergesort,10,descendente,D7,b,8,2500
quicksort,10,descendente,D7,b,3,2500
patiencesort,10,descendente,D7,b,4,2500
stdsort,10,descendente,D7,c,3,2500
mergesort,10,descendente,D7,c,6,2500
